City,State,Year,Median_Income
Guaynabo zona urbana,Puerto Rico,2021,53479
Pasco city,Washington,2021,82561
Suffolk city,Virginia,2021,79556
San Angelo city,Texas,2021,60030
San Antonio city,Texas,2021,54923
San Marcos city,Texas,2021,36080
Broken Arrow city,Oklahoma,2021,73628
Mount Vernon city,New York,2021,78562
Allen city,Texas,2021,107438
Arlington CDP,Virginia,2021,125651
Conroe city,Texas,2021,68428
New Braunfels city,Texas,2021,89073
Canton city,Ohio,2021,40934
Salem city,Oregon,2021,63927
West Jordan city,Utah,2021,86252
West Valley City city,Utah,2021,74348
Harlingen city,Texas,2021,50861
Killeen city,Texas,2021,51619
Scranton city,Pennsylvania,2021,54279
San Juan zona urbana,Puerto Rico,2021,22556
Yakima city,Washington,2021,52689
Spring CDP,Texas,2021,79884
Norman city,Oklahoma,2021,57786
Chattanooga city,Tennessee,2021,55065
Amarillo city,Texas,2021,55572
Rapid City city,South Dakota,2021,61495
Corpus Christi city,Texas,2021,59812
Longview city,Texas,2021,51209
North Richland Hills city,Texas,2021,78496
Sugar Land city,Texas,2021,112868
Temple city,Texas,2021,58284
Toms River CDP,New Jersey,2021,87797
Trenton city,New Jersey,2021,41715
Lorain city,Ohio,2021,43410
New Rochelle city,New York,2021,106386
New York city,New York,2021,67997
Oklahoma City city,Oklahoma,2021,59214
Clarksville city,Tennessee,2021,60686
Bayamón zona urbana,Puerto Rico,2021,26540
Cheyenne city,Wyoming,2021,60893
Redmond city,Washington,2021,155426
Renton city,Washington,2021,83699
Virginia Beach city,Virginia,2021,81634
Odessa city,Texas,2021,61964
Oshkosh city,Wisconsin,2021,55446
The Woodlands CDP,Texas,2021,104787
Tyler city,Texas,2021,54998
Union City city,New Jersey,2021,59393
Syracuse city,New York,2021,40076
Memphis city,Tennessee,2021,44317
Ogden city,Utah,2021,56501
Marysville city,Washington,2021,92347
Portsmouth city,Virginia,2021,54429
Victoria city,Texas,2021,54786
Waco city,Texas,2021,49952
Rio Rancho city,New Mexico,2021,76096
Edmond city,Oklahoma,2021,90384
Orem city,Utah,2021,72449
Dallas city,Texas,2021,57995
Flower Mound town,Texas,2021,144642
Caguas zona urbana,Puerto Rico,2021,22125
Lynchburg city,Virginia,2021,56110
Eau Claire city,Wisconsin,2021,57732
Janesville city,Wisconsin,2021,63435
Pasadena city,Texas,2021,60939
Wichita Falls city,Texas,2021,50786
Cincinnati city,Ohio,2021,42733
Victorville city,California,2021,65478
Lincoln city,Nebraska,2021,62294
Spring Hill CDP,Florida,2021,59363
Sunrise city,Florida,2021,66184
Tallahassee city,Florida,2021,51224
Tamarac city,Florida,2021,59885
Tampa city,Florida,2021,63404
Dothan city,Alabama,2021,45088
Gilbert town,Arizona,2021,104802
Glendale city,Arizona,2021,62910
Daly City city,California,2021,95424
Davis city,California,2021,84074
Downey city,California,2021,72556
Dublin city,California,2021,205219
Springfield city,Illinois,2021,62505
Hammond city,Indiana,2021,46248
Jurupa Valley city,California,2021,81052
Lake Elsinore city,California,2021,76707
Lake Forest city,California,2021,108838
Shreveport city,Louisiana,2021,42034
Lowell city,Massachusetts,2021,64221
Pittsburg city,California,2021,92800
Lynn city,Massachusetts,2021,64986
San Marcos city,California,2021,89239
San Mateo city,California,2021,129957
Lansing city,Michigan,2021,48818
Visalia city,California,2021,64165
Vista city,California,2021,84262
Novi city,Michigan,2021,104597
The Villages CDP,Florida,2021,65117
Town 'n' Country CDP,Florida,2021,58140
Fort Collins city,Colorado,2021,73945
Buena Park city,California,2021,101346
Burbank city,California,2021,81177
Goodyear city,Arizona,2021,90577
Albany city,Georgia,2021,38999
Alpharetta city,Georgia,2021,122326
Athens-Clarke County unified government (balance),Georgia,2021,50299
Atlanta city,Georgia,2021,74107
Mobile city,Alabama,2021,43786
Montgomery city,Alabama,2021,46957
El Monte city,California,2021,55609
Indianapolis city (balance),Indiana,2021,58479
Lafayette city,Indiana,2021,47456
Cedar Rapids city,Iowa,2021,60977
Lakewood city,California,2021,104534
Lancaster city,California,2021,64242
Bowling Green city,Kentucky,2021,43443
Manteca city,California,2021,82068
Malden city,Massachusetts,2021,86410
Pleasanton city,California,2021,145263
Pomona city,California,2021,70494
San Ramon city,California,2021,162388
Sparks city,Nevada,2021,78778
Spring Valley CDP,Nevada,2021,61179
Sunrise Manor CDP,Nevada,2021,51287
Walnut Creek city,California,2021,118483
Wesley Chapel CDP,Florida,2021,90878
Weston city,Florida,2021,122774
West Palm Beach city,Florida,2021,59400
Augusta-Richmond County consolidated government (balance),Georgia,2021,47921
East Los Angeles CDP,California,2021,65971
Joliet city,Illinois,2021,76495
Davenport city,Iowa,2021,53914
Des Moines city,Iowa,2021,60693
Livermore city,California,2021,130111
Lodi city,California,2021,76874
Long Beach city,California,2021,73905
Santa Ana city,California,2021,80265
Santa Barbara city,California,2021,90711
Santa Clara city,California,2021,155238
Santa Clarita city,California,2021,109336
Stockton city,California,2021,69844
Silver Spring CDP,Maryland,2021,84223
Maple Grove city,Minnesota,2021,117442
Stamford city,Connecticut,2021,100543
Fayetteville city,Arkansas,2021,61428
Camarillo city,California,2021,100238
Little Rock city,Arkansas,2021,53565
Waukegan city,Illinois,2021,64178
Santa Maria city,California,2021,69714
Enterprise CDP,Nevada,2021,84902
Santa Monica city,California,2021,94906
Billings city,Montana,2021,65818
Gulfport city,Mississippi,2021,43066
Livonia city,Michigan,2021,87332
Gainesville city,Florida,2021,40822
Anaheim city,California,2021,81747
Buckeye city,Arizona,2021,75417
Antioch city,California,2021,81008
Apple Valley town,California,2021,63031
Grand Junction city,Colorado,2021,59201
Greeley city,Colorado,2021,64853
Fort Smith city,Arkansas,2021,44718
Columbus city,Georgia,2021,52734
Arlington Heights village,Illinois,2021,102237
Aurora city,Illinois,2021,83996
Boise City city,Idaho,2021,70217
Noblesville city,Indiana,2021,81849
Los Angeles city,California,2021,70372
Rancho Cordova city,California,2021,84037
Rancho Cucamonga city,California,2021,83850
New Bedford city,Massachusetts,2021,49237
Blaine city,Minnesota,2021,89533
Newton city,Massachusetts,2021,183208
Ellicott City CDP,Maryland,2021,141110
Bloomington city,Minnesota,2021,80577
Santa Rosa city,California,2021,86459
Sunnyvale city,California,2021,156059
West Covina city,California,2021,88476
Hialeah city,Florida,2021,46674
Boulder city,Colorado,2021,84167
Birmingham city,Alabama,2021,36614
Arden-Arcade CDP,California,2021,62145
Casas Adobes CDP,Arizona,2021,71547
Carlsbad city,California,2021,124669
Waterbury city,Connecticut,2021,48793
Highlands Ranch CDP,Colorado,2021,137241
Carmichael CDP,California,2021,71656
Carson city,California,2021,92609
Folsom city,California,2021,125010
Fontana city,California,2021,93851
Springdale city,Arkansas,2021,63396
Madera city,California,2021,49358
Menifee city,California,2021,85175
Merced city,California,2021,52127
Milpitas city,California,2021,169460
Mission Viejo city,California,2021,124971
Modesto city,California,2021,70469
Redding city,California,2021,58702
Redlands city,California,2021,87634
Redondo Beach city,California,2021,121445
Westminster city,California,2021,66862
Hollywood city,Florida,2021,60490
Homestead city,Florida,2021,52365
Horizon West CDP,Florida,2021,121007
Wilmington city,Delaware,2021,55136
Broomfield city,Colorado,2021,107638
Chandler city,Arizona,2021,94613
Hartford city,Connecticut,2021,42468
Bloomington city,Illinois,2021,71700
Bolingbrook village,Illinois,2021,94040
Eastvale city,California,2021,136834
Idaho Falls city,Idaho,2021,61833
Westminster city,Colorado,2021,86688
Iowa City city,Iowa,2021,61301
Moreno Valley city,California,2021,79840
Baltimore city,Maryland,2021,54652
Mountain View city,California,2021,157243
Redwood City city,California,2021,145128
Brooklyn Park city,Minnesota,2021,74807
Rialto city,California,2021,69982
Farmington Hills city,Michigan,2021,95960
Worcester city,Massachusetts,2021,63194
Jacksonville city,Florida,2021,58621
Alameda city,California,2021,115468
Kendall CDP,Florida,2021,76255
Kissimmee city,Florida,2021,42615
Castro Valley CDP,California,2021,121384
Tucson city,Arizona,2021,50306
Urban Honolulu CDP,Hawaii,2021,73434
South Bend city,Indiana,2021,50248
Murrieta city,California,2021,104708
Napa city,California,2021,92878
Newport Beach city,California,2021,136588
Bethesda CDP,Maryland,2021,167162
Richmond city,California,2021,85754
Frederick city,Maryland,2021,81411
Henderson city,Nevada,2021,77924
Duluth city,Minnesota,2021,61944
Eagan city,Minnesota,2021,100490
Temecula city,California,2021,99805
Whittier city,California,2021,84320
Lakeland city,Florida,2021,55029
Largo city,Florida,2021,55228
Lauderhill city,Florida,2021,44975
Lehigh Acres CDP,Florida,2021,58422
Castle Rock town,Colorado,2021,125657
Centennial city,Colorado,2021,108531
Bakersfield city,California,2021,66666
Baldwin Park city,California,2021,69854
Lakewood city,Colorado,2021,77122
Chico city,California,2021,61850
Johns Creek city,Georgia,2021,132870
Champaign city,Illinois,2021,53410
Chicago city,Illinois,2021,66576
Naperville city,Illinois,2021,129664
Yuma city,Arizona,2021,54260
Fremont city,California,2021,155968
Kansas City city,Kansas,2021,53884
Lawrence city,Kansas,2021,52475
Kenner city,Louisiana,2021,55753
Norwalk city,California,2021,79850
Boston city,Massachusetts,2021,79283
Oakland city,California,2021,82236
Quincy city,Massachusetts,2021,81748
Riverside city,California,2021,76558
Gaithersburg city,Maryland,2021,99429
Rocklin city,California,2021,107520
Flint city,Michigan,2021,37102
Waldorf CDP,Maryland,2021,103784
Arvada city,Colorado,2021,92647
Alhambra city,California,2021,72222
Chino city,California,2021,97473
Chino Hills city,California,2021,113811
Mesa city,Arizona,2021,69266
Chula Vista city,California,2021,91949
Citrus Heights city,California,2021,66607
Macon-Bibb County,Georgia,2021,48176
Cicero town,Illinois,2021,57495
Escondido city,California,2021,80749
Fresno city,California,2021,61250
Fullerton city,California,2021,95431
Meridian city,Idaho,2021,88088
Portland city,Maine,2021,70244
Lafayette city,Louisiana,2021,57953
Lake Charles city,Louisiana,2021,45995
Brockton city,Massachusetts,2021,68581
Cambridge city,Massachusetts,2021,104746
Oceanside city,California,2021,78125
Germantown CDP,Maryland,2021,91931
Jackson city,Mississippi,2021,35070
Las Vegas city,Nevada,2021,59746
Thousand Oaks city,California,2021,114791
Melbourne city,Florida,2021,57132
Miami city,Florida,2021,48789
Miami Beach city,Florida,2021,55512
Miami Gardens city,Florida,2021,54276
Miramar city,Florida,2021,79282
New Britain city,Connecticut,2021,51586
Colorado Springs city,Colorado,2021,74579
New Haven city,Connecticut,2021,50569
Bellflower city,California,2021,67909
Longmont city,Colorado,2021,72911
Clovis city,California,2021,84837
Loveland city,Colorado,2021,66535
Surprise city,Arizona,2021,78411
Decatur city,Illinois,2021,40368
El Cajon city,California,2021,61356
Palatine village,Illinois,2021,75479
Thornton city,Colorado,2021,93873
Garden Grove city,California,2021,74109
Rogers city,Arkansas,2021,67408
Glendale city,California,2021,79633
Nampa city,Idaho,2021,63471
Tuscaloosa city,Alabama,2021,41770
Hawthorne city,California,2021,70122
Hayward city,California,2021,96386
Ann Arbor city,Michigan,2021,68864
Ontario city,California,2021,73872
Orange city,California,2021,103045
Roseville city,California,2021,107714
Glen Burnie CDP,Maryland,2021,83577
Simi Valley city,California,2021,101621
Kalamazoo city,Michigan,2021,40227
Torrance city,California,2021,100392
Lakeville city,Minnesota,2021,131125
North Port city,Florida,2021,68583
Avondale city,Arizona,2021,71423
Berkeley city,California,2021,101048
San Tan Valley CDP,Arizona,2021,81956
Pueblo city,Colorado,2021,49598
Peoria city,Illinois,2021,47287
Hemet city,California,2021,45042
Hesperia city,California,2021,67950
Olathe city,Kansas,2021,99631
Overland Park city,Kansas,2021,89280
Oxnard city,California,2021,88268
Fall River city,Massachusetts,2021,46672
Palmdale city,California,2021,73417
Sacramento city,California,2021,75311
Salinas city,California,2021,80154
Somerville city,Massachusetts,2021,107651
Tracy city,California,2021,102263
Orlando city,Florida,2021,54167
Palm Bay city,Florida,2021,54746
Palm Coast city,Florida,2021,60648
Aurora city,Colorado,2021,71647
Auburn city,Alabama,2021,48531
Norwalk city,Connecticut,2021,89047
Denver city,Colorado,2021,81630
Compton city,California,2021,62050
Concord city,California,2021,96961
Corona city,California,2021,92606
Roswell city,Georgia,2021,104825
Sandy Springs city,Georgia,2021,94456
Elgin city,Illinois,2021,79120
Evanston city,Illinois,2021,82154
Bloomington city,Indiana,2021,37734
Lynwood city,California,2021,61695
Metairie CDP,Louisiana,2021,66074
Lexington-Fayette urban county,Kentucky,2021,60942
Palo Alto city,California,2021,195781
Framingham city,Massachusetts,2021,94023
San Bernardino city,California,2021,65311
San Buenaventura (Ventura) city,California,2021,97816
Dearborn city,Michigan,2021,61079
San Diego city,California,2021,93042
North Las Vegas city,Nevada,2021,67035
Tulare city,California,2021,63668
Columbia city,Missouri,2021,60662
Turlock city,California,2021,74032
Tustin city,California,2021,98092
Yorba Linda city,California,2021,133365
Yuba City city,California,2021,61443
Missoula city,Montana,2021,63270
Pembroke Pines city,Florida,2021,76439
Pine Hills CDP,Florida,2021,42153
Plantation city,Florida,2021,72955
Poinciana CDP,Florida,2021,57296
Pompano Beach city,Florida,2021,53737
Conway city,Arkansas,2021,53029
Costa Mesa city,California,2021,97904
Hoover city,Alabama,2021,99276
Huntsville city,Alabama,2021,70757
Peoria city,Arizona,2021,92566
Savannah city,Georgia,2021,49612
Scottsdale city,Arizona,2021,99097
South Fulton city,Georgia,2021,73958
Rockford city,Illinois,2021,44525
Fairfield city,California,2021,90346
Carmel city,Indiana,2021,106990
Huntington Beach city,California,2021,107808
Indio city,California,2021,66841
Inglewood city,California,2021,68135
Sioux City city,Iowa,2021,55622
Shawnee city,Kansas,2021,92844
New Orleans city,Louisiana,2021,46942
Louisville/Jefferson County metro government (balance),Kentucky,2021,57182
Pasadena city,California,2021,86677
Haverhill city,Massachusetts,2021,80388
Springfield city,Massachusetts,2021,42498
San Francisco city,California,2021,121826
Grand Rapids city,Michigan,2021,59596
Paradise CDP,Nevada,2021,50096
South Gate city,California,2021,65351
Union City city,California,2021,114700
Rockville city,Maryland,2021,118903
Upland city,California,2021,88346
Port Charlotte CDP,Florida,2021,54814
Port St. Lucie city,Florida,2021,71381
Riverview CDP,Florida,2021,81195
Flagstaff city,Arizona,2021,61386
Phoenix city,Arizona,2021,68435
Tempe city,Arizona,2021,68662
Irvine city,California,2021,105774
Ames city,Iowa,2021,52005
Topeka city,Kansas,2021,49040
Perris city,California,2021,69843
Columbia CDP,Maryland,2021,110002
Lawrence city,Massachusetts,2021,49087
Detroit city,Michigan,2021,36140
San Jose city,California,2021,126377
